romanization_key	word_id	confidence
khirinutiziv	625	0.25
cacab	626	1.0
caacab	626	0.5
cacaab	626	0.333
cahcab	626	0.25
fagawawutibeze	627	1.0
fagawawutibaeze	627	0.5
fagahwawutibeze	627	0.333
fagaawawutibeze	627	0.25
fagawawuthibeze	627	0.2
zejecoqize	628	1.0
zeejecoqize	628	0.5
zejecoqeeze	628	0.333
zejecorqize	628	0.25
ropihumodifivor	629	1.0
ropiihumodifivor	629	0.5
ropihumodifivohr	629	0.333
rophihumodifivor	629	0.25
ropihoomodifivor	629	0.2
zulubibom	630	1.0
zulubibohm	630	0.5
zulubybom	630	0.333
zoolubiibom	630	0.25
zulubeebom	630	0.2
hasadicanekemu	631	1.0
haashadicanekemu	631	0.5
hasadicanaekemu	631	0.333
hasahdijanekemu	631	0.25
huhadevo	632	1.0
huhaadevo	632	0.5
huhadaevo	632	0.333
huhahdevo	632	0.25
rezuzexosu	633	1.0
reezuzexosu	633	0.5
rezuzexosuu	633	0.333
tajavoqeceqa	634	1.0
dajavoqeceqa	634	0.5
tajavoqaeceqa	634	0.333
taajavoqeceqa	634	0.25
xidofebuf	635	1.0
xidorfehbuf	635	0.5
xidofeboof	635	0.333
xidoofaebuf	635	0.25
tuqamajaw	636	1.0
tuqamaajaw	636	0.5
tuqamajaaw	636	0.333
cuvub	637	1.0
cuvoob	637	0.5
coovub	637	0.333
chuvub	637	0.25
ridafadapido	638	1.0
ridafadapiido	638	0.5
riidafadapido	638	0.333
ridafadahpido	638	0.25
ridafaadapido	638	0.2
vibatap	639	1.0
vibathap	639	0.5
vibatab	639	0.333
yurirob	640	1.0
yoorirohb	640	0.5
yuriirob	640	0.333
yuurirob	640	0.25
tukexaricici	641	1.0
tukexaricicii	641	0.5
tukhexaricici	641	0.333
zatuwiqoj	642	1.0
zatuwiqohj	642	0.5
zatuwiqooj	642	0.333
zatoowiqoj	642	0.25
zaduwiqoj	642	0.2
mufobedoqahuhu	643	1.0
mufobehdoqahuhu	643	0.5
muforbedoqahuhu	643	0.333
mufohbedoqahuhu	643	0.25
zilemogifeb	644	1.0
zilemogiifeb	644	0.5
zilemorgifeb	644	0.333
zileemogifeb	644	0.25
bociwiyebegol	645	1.0
bociiwiyeebegol	645	0.5
boociwiyebegol	645	0.333
bociwyyebegol	645	0.25
bohciwiyebegol	645	0.2
depawaki	646	1.0
depawahki	646	0.5
depawakii	646	0.333
deepawaki	646	0.25
daepawaki	646	0.2
wupefifudifim	647	1.0
wupefifudifym	647	0.5
wupefifudiifim	647	0.333
boh	648	1.0
bohh	648	0.5
booh	648	0.333
borh	648	0.25
huqeyican	649	1.0
huqeyiican	649	0.5
hooqaeyican	649	0.333
vapiloxukumone	650	1.0
vapeeloxukumone	650	0.5
vapiloxukumoone	650	0.333
vahpiloxukoomone	650	0.25
zavan	651	1.0
zaavan	651	0.5
zavahn	651	0.333
ruzitidubojamo	652	1.0
ruzitidoobojamo	652	0.5
ruzitidubojahmo	652	0.333
bevawinecudaruh	653	1.0
bevaawinecudaruh	653	0.5
bevawinecoodaruh	653	0.333
bevahwinecudaruh	653	0.25
bevawinecuudaruh	653	0.2
bobocoq	654	1.0
bobocorq	654	0.5
bobochoq	654	0.333
raxafuzixihes	655	1.0
raxafuzixihees	655	0.5
raaxaafuzixihes	655	0.333
raxafuzixihesh	655	0.25
raxafuuzixihes	655	0.2
dis	656	1.0
dees	656	0.5
dys	656	0.333
dish	656	0.25
xuhanimuheki	657	1.0
xoohanimuheki	657	0.5
xuuhanimuheki	657	0.333
xuhanimuuheki	657	0.25
xuhanimuhaeki	657	0.2
zayo	658	1.0
zahyo	658	0.5
zayor	658	0.333
zaayo	658	0.25
zayoh	658	0.2
cuk	659	1.0
cuuk	659	0.5
cook	659	0.333
juk	659	0.25
xepodugotimomos	660	1.0
xepordugotimomos	660	0.5
xepodugoteemomos	660	0.333
xepoduugotimomos	660	0.25
xepodugotimomosh	660	0.2
kivukuroq	661	1.0
kivukurohq	661	0.5
khivukuroq	661	0.333
nuhuhi	662	1.0
nuuhuhi	662	0.5
noohuhi	662	0.333
nuhuhy	662	0.25
folahahajecuyup	663	1.0
folahahajehcuyup	663	0.5
folahahahjecuyup	663	0.333
folahahajejuyup	663	0.25
diwawokalubulux	664	1.0
diwawokhalubulux	664	0.5
diwahwokalubulux	664	0.333
wupuleci	665	1.0
wupulecee	665	0.5
wupuleechi	665	0.333
wuphulecee	665	0.25
fafineviviye	666	1.0
fafinaeviviye	666	0.5
fafineeviviye	666	0.333
wujadigi	667	1.0
wujaadigi	667	0.5
wujadigee	667	0.333
moyuzewoje	668	1.0
moyuzeewoje	668	0.5
moyuzehwoje	668	0.333
moyuzewooje	668	0.25
moyuzewohje	668	0.2
budacaye	669	1.0
budaacaye	669	0.5
budacayae	669	0.333
pehu	670	1.0
paehu	670	0.5
pehuu	670	0.333
peehu	670	0.25
noqebokomiw	671	1.0
noqebokohmiw	671	0.5
nohqebokomiw	671	0.333
nooqebokomiw	671	0.25
dojahuma	672	1.0
dojahumah	672	0.5
dorjahuma	672	0.333
dojahumaa	672	0.25
wuzirewekokuhu	673	1.0
wuzirewekoguhu	673	0.5
wuzirewekookuhu	673	0.333
wuzirewaekokuhu	673	0.25
wuzirewekhokuhu	673	0.2
yomupem	674	1.0
yohmupem	674	0.5
yomupaem	674	0.333
yomoopem	674	0.25
yoomupem	674	0.2
wixitemugijet	675	1.0
wyxitemugijet	675	0.5
wixeetemugijet	675	0.333
weexitemugijet	675	0.25
wixitaemugijet	675	0.2
locohukitucizod	676	1.0
locohukitoocizod	676	0.5
locohukituciizod	676	0.333
locohookitucyzod	676	0.25
vahicu	677	1.0
vahichu	677	0.5
vahiju	677	0.333
bitamaqune	678	1.0
bitamaaqune	678	0.5
bitamaquune	678	0.333
bitamaqoone	678	0.25
bitamaquneh	678	0.2
tamuzetepet	679	1.0
tamuzeteped	679	0.5
tahmuzetepet	679	0.333
mirib	680	1.0
myrib	680	0.5
mireeb	680	0.333
pibaqarij	681	1.0
piibaqarij	681	0.5
pibahqarij	681	0.333
suma	682	1.0
shuma	682	0.5
sumah	682	0.333
zuma	682	0.25
ciga	683	1.0
cigaa	683	0.5
cigah	683	0.333
cyga	683	0.25
chiga	683	0.2
fiqa	684	1.0
feeqa	684	0.5
fiqah	684	0.333
fyqa	684	0.25
fiqaa	684	0.2
mebifetiguqa	685	1.0
maebifetiguqa	685	0.5
mebyfetiguqa	685	0.333
texuq	686	1.0
texooq	686	0.5
tehxuq	686	0.333
dexuq	686	0.25
nuliqudubamaf	687	1.0
nuuliqudubamaf	687	0.5
nuliqudubahmaf	687	0.333
wud	688	1.0
wuud	688	0.5
wood	688	0.333
waqataz	689	1.0
wahqataz	689	0.5
waqadaz	689	0.333
misocicolodobik	690	1.0
misociicorlodobik	690	0.5
misocicolodorbik	690	0.333
misocicholoodobik	690	0.25
liyizijay	691	1.0
liyizijahy	691	0.5
liyizijaay	691	0.333
yarobirudixegof	692	1.0
yarobiruudixegof	692	0.5
yarobirudeexegof	692	0.333
pafunup	693	1.0
pafunub	693	0.5
pafuunup	693	0.333
bafunup	693	0.25
paafunup	693	0.2
cajagafatol	694	1.0
cahjagafatol	694	0.5
cajahgafatol	694	0.333
cajagafatool	694	0.25
cajaagafatol	694	0.2
tepohuy	695	1.0
tepohooy	695	0.5
tepoohuy	695	0.333
tebohuy	695	0.25
depohuy	695	0.2
bupaquru	696	1.0
bupaquroo	696	0.5
buupaquruu	696	0.333
zabolo	697	1.0
zaboloo	697	0.5
zahbolo	697	0.333
zabohlo	697	0.25
hawahuwi	698	1.0
hawahhuwi	698	0.5
haawahuwi	698	0.333
yazojusijuk	699	1.0
yahzojusijuk	699	0.5
yazojusijook	699	0.333
yazojusiijuk	699	0.25
yaazojusijuk	699	0.2
zaropegoj	700	1.0
zaropaegoj	700	0.5
zarophegoj	700	0.333
zaaropegoj	700	0.25
zarobegoj	700	0.2
nagitojetijax	701	1.0
nagitojedijax	701	0.5
nagitojeetijax	701	0.333
xup	702	1.0
xuph	702	0.5
xub	702	0.333
gakowakohegaf	703	1.0
gagowakohegaf	703	0.5
gahkowakohegaf	703	0.333
gakhowakohegaf	703	0.25
humikico	704	1.0
humykicho	704	0.5
hoomikico	704	0.333
humikhico	704	0.25
weyowamozepequs	705	1.0
weyowamozepaequs	705	0.5
weyowamozepequus	705	0.333
zezili	706	1.0
zaezili	706	0.5
zezilee	706	0.333
poxohug	707	1.0
poxohuug	707	0.5
poxohoog	707	0.333
boxohug	707	0.25
pooxohoog	707	0.2
zodarepowe	708	1.0
zodarepoowe	708	0.5
zodarepohwe	708	0.333
qohukumigicas	709	1.0
qohukumigicash	709	0.5
qohukumigijas	709	0.333
balowaqubu	710	1.0
balowaqoobu	710	0.5
baalohwaqubu	710	0.333
kitofuweguceh	711	1.0
kytofuweguceh	711	0.5
kithofuweguceh	711	0.333
kitorfuweguceh	711	0.25
kitofuweguuceh	711	0.2
hewaka	712	1.0
hewakha	712	0.5
hewakaa	712	0.333
hewahka	712	0.25
heewaka	712	0.2
hohe	713	1.0
hohee	713	0.5
hohhe	713	0.333
koqoxavufibiz	714	1.0
korqoxavufibiz	714	0.5
koqoxavufiibiz	714	0.333
vevawewemosus	715	1.0
vevawewemozus	715	0.5
vevawewemosuus	715	0.333
vevawewemosuz	715	0.25
lafubuto	716	1.0
lafubuutoo	716	0.5
lafubutor	716	0.333
lahfubutor	716	0.25
xuroyugihi	717	1.0
xurohyugihi	717	0.5
xurooyugiihi	717	0.333
vaxoxec	718	1.0
vaxorxeec	718	0.5
vaxoxeec	718	0.333
vahxoxec	718	0.25
riw	719	1.0
riiw	719	0.5
ryw	719	0.333
reew	719	0.25
sufimaqaxofaq	720	1.0
sufimahqaxofaq	720	0.5
sufimaqahxofaq	720	0.333
sufimaqaxofaaq	720	0.25
sufimaqaaxofaq	720	0.2
wosifu	721	1.0
woseefu	721	0.5
wozifu	721	0.333
woosifu	721	0.25
vuru	722	1.0
vuuru	722	0.5
vooroo	722	0.333
kapugoz	723	1.0
kahpugoz	723	0.5
kapugohz	723	0.333
gapugoz	723	0.25
foyumozonayum	724	1.0
foyumozonayoom	724	0.5
foyumozonahyum	724	0.333
foyumozonaayum	724	0.25
foyuumozonayum	724	0.2
bolixa	725	1.0
boolixa	725	0.5
borlixa	725	0.333
gikoteveda	726	1.0
geekoteveda	726	0.5
gykoteveda	726	0.333
gigoteveda	726	0.25
fowaxuwa	727	1.0
fohwaxuwa	727	0.5
foowaxuwa	727	0.333
fowaxuwah	727	0.25
rukegozuduquy	728	1.0
ruukegozuduquy	728	0.5
rukegozudooquy	728	0.333
rukhegozuduquy	728	0.25
qujufezino	729	1.0
quujufezino	729	0.5
qujufeezino	729	0.333
qujufezinoo	729	0.25
qujufezeeno	729	0.2
noyalez	730	1.0
noryalez	730	0.5
noyahlehz	730	0.333
nooyalehz	730	0.25
pacowagexoxeba	731	1.0
pacowagaexoxeba	731	0.5
pacowaagexoxeba	731	0.333
puga	732	1.0
puuga	732	0.5
pooga	732	0.333
phuga	732	0.25
bugah	732	0.2
kohotexasezeb	733	1.0
kohohtexasezeb	733	0.5
khohotexasezeb	733	0.333
remiyofopoxur	734	1.0
remiyofopohxur	734	0.5
remiiyoforpoxur	734	0.333
remiyofoboxur	734	0.25
remiyohfopoxur	734	0.2
resahev	735	1.0
resahhev	735	0.5
reesahev	735	0.333
siha	736	1.0
shiha	736	0.5
ziha	736	0.333
sihaa	736	0.25
mocefatema	737	1.0
mocefadema	737	0.5
mocehfatema	737	0.333
mocefatehma	737	0.25
mocaefatema	737	0.2
xepelane	738	1.0
xephelane	738	0.5
xebelane	738	0.333
liyolihabifep	739	1.0
liyolihabyfeb	739	0.5
liyorlihabifep	739	0.333
liyohlihabifep	739	0.25
laceg	740	1.0
lajeg	740	0.5
lacehg	740	0.333
lahcehg	740	0.25
tej	741	1.0
tehj	741	0.5
dej	741	0.333
thehj	741	0.25
teej	741	0.2
dacuwu	742	1.0
daacuwoo	742	0.5
dacuuwu	742	0.333
daacuuwu	742	0.25
dahcuwuu	742	0.2
mihunejiqehu	743	1.0
mihunejiqehhu	743	0.5
mihunaejiqehu	743	0.333
myhunejiqehu	743	0.25
mihunejeeqaehu	743	0.2
lecilekesena	744	1.0
leceelekesehna	744	0.5
lehcilekesena	744	0.333
lecilehkesena	744	0.25
xesexo	745	1.0
xesaexo	745	0.5
xeseexo	745	0.333
yati	746	1.0
yaty	746	0.5
yahti	746	0.333
yadi	746	0.25
yatii	746	0.2
toma	747	1.0
tomah	747	0.5
torma	747	0.333
lasorajadeg	748	1.0
lahsorajadeg	748	0.5
lasoorajadeeg	748	0.333
lasorajaadeg	748	0.25
kelowahuxoq	749	1.0
gelowahuxorq	749	0.5
geloowahuxoq	749	0.333
cozeqogiyo	750	1.0
chozeqogiyo	750	0.5
corzeqogiyo	750	0.333
cozeqogeeyo	750	0.25
cozeqogiyoh	750	0.2
wabefone	751	1.0
wabaefone	751	0.5
wabeefone	751	0.333
waabefone	751	0.25
wabefonae	751	0.2
joho	752	1.0
jorho	752	0.5
jooho	752	0.333
johoo	752	0.25
johoh	752	0.2
mupisego	753	1.0
mupizego	753	0.5
mupisheego	753	0.333
tuxif	754	1.0
tuxiif	754	0.5
thuxif	754	0.333
duxif	754	0.25
tuuxif	754	0.2
kaniwinexe	755	1.0
kaniwinaexe	755	0.5
kaniiwinexe	755	0.333
kaniwineexe	755	0.25
cilodiq	756	1.0
cilodyq	756	0.5
jilodiq	756	0.333
chilodiq	756	0.25
cilohdiq	756	0.2
vomonupohanoqos	757	1.0
vomonupohaanoqos	757	0.5
voomonupohanoqos	757	0.333
vomornupohanoqos	757	0.25
luradoyoyos	758	1.0
luradoryoyos	758	0.5
luradoyoyoos	758	0.333
luraadoyoyos	758	0.25
luradoyoyors	758	0.2
qigiqetidi	759	1.0
qigiiqetidi	759	0.5
qigiqedidi	759	0.333
qigiqehtidi	759	0.25
qigiqethidi	759	0.2
napelif	760	1.0
naapelif	760	0.5
nabeleef	760	0.333
savusovepeq	761	1.0
saavusovepeq	761	0.5
savoosovepeq	761	0.333
savusoovepeq	761	0.25
max	762	1.0
mahx	762	0.5
guhobone	763	1.0
guhoborne	763	0.5
guhoboone	763	0.333
taxatemucema	764	1.0
taaxatemucemaa	764	0.5
daxatemucema	764	0.333
taxatemoocema	764	0.25
taxatehmucema	764	0.2
duvokapeburi	765	1.0
duvokapeboori	765	0.5
duvookapeburi	765	0.333
duvokapeburee	765	0.25
duvokahpeburi	765	0.2
tivudanukiwacok	766	1.0
tivudanukiwacork	766	0.5
teevudanukiwacok	766	0.333
divudanukiwacok	766	0.25
qemerikufawufap	767	1.0
qemerikhufawufap	767	0.5
qemeerikufawufap	767	0.333
yowutokebema	768	1.0
yoowutokebema	768	0.5
yorwutokebema	768	0.333
yowutohkebema	768	0.25
niyu	769	1.0
niiyu	769	0.5
neeyu	769	0.333
niyoo	769	0.25
niyuu	769	0.2
rex	770	1.0
reex	770	0.5
raex	770	0.333
rehx	770	0.25
ranezitarozay	771	1.0
raanezitarozay	771	0.5
ranezitarorzay	771	0.333
guloseyowi	772	1.0
guloseyorwi	772	0.5
gulooseyowi	772	0.333
guloseyoowi	772	0.25
qun	773	1.0
qoon	773	0.5
quun	773	0.333
fihisucekune	774	1.0
fihisucekunae	774	0.5
fihisoocekune	774	0.333
fihisuchekune	774	0.25
fihisucekoone	774	0.2
xadazoyaxuvasin	775	1.0
xaadazoyaxuvasin	775	0.5
xadaazoyaxuvahsin	775	0.333
yidejut	776	1.0
yydaejut	776	0.5
yidejoot	776	0.333
yydejut	776	0.25
powicatijopi	777	1.0
boowicatijopi	777	0.5
powicatijopy	777	0.333
powicadijopi	777	0.25
powicahtijopi	777	0.2
bojipuxigoteyuk	778	1.0
bojiipuxigoteyuk	778	0.5
bojipuxigoteyuuk	778	0.333
boojipuxigoteyuk	778	0.25
bojipuxigotaeyuk	778	0.2
qaxokuno	779	1.0
qaxokoono	779	0.5
qaxokuuno	779	0.333
qaxokunoo	779	0.25
jifumegikuta	780	1.0
jifumehgikuta	780	0.5
jifumeegikuta	780	0.333
yobaloqapo	781	1.0
yobahloqapo	781	0.5
yoobaloqapo	781	0.333
yorbaloqapoh	781	0.25
hivagoze	782	1.0
hivagozae	782	0.5
hivahgoze	782	0.333
hivagozeh	782	0.25
hivaagoze	782	0.2
bojinujoviq	783	1.0
bojinuujoviq	783	0.5
bojynujoviq	783	0.333
bojinujorviq	783	0.25
leviwejucu	784	1.0
levywejucu	784	0.5
leviwejucoo	784	0.333
leeviwejucu	784	0.25
rifoj	785	1.0
riforj	785	0.5
reefoj	785	0.333
muhivocojuha	786	1.0
muhivorcojuha	786	0.5
muhivocoojuha	786	0.333
muhivocojuuha	786	0.25
muuhivocojuhah	786	0.2
teri	787	1.0
taeri	787	0.5
tery	787	0.333
fakahano	788	1.0
fakahanoo	788	0.5
fakaahahno	788	0.333
cewu	789	1.0
cewuu	789	0.5
caewu	789	0.333
jewu	789	0.25
nazili	790	1.0
nazyli	790	0.5
naziili	790	0.333
naaziili	790	0.25
nazilee	790	0.2
peyekaqozohuf	791	1.0
peyekahqozohuf	791	0.5
peyaekaqozohuf	791	0.333
jib	792	1.0
jyb	792	0.5
jiib	792	0.333
jeeb	792	0.25
vubibixo	793	1.0
voobibixo	793	0.5
vubibixoo	793	0.333
vubibeexo	793	0.25
kupit	794	1.0
kupeet	794	0.5
kupith	794	0.333
gupit	794	0.25
nice	795	1.0
niice	795	0.5
nije	795	0.333
nicae	795	0.25
witizim	796	1.0
witiizim	796	0.5
wytizim	796	0.333
mivizuvorabebiy	797	1.0
mivizuvorahbebiy	797	0.5
mivizuvorabebeey	797	0.333
dubeluc	798	1.0
dubeluuc	798	0.5
dubeluj	798	0.333
dubehluc	798	0.25
dubeeluc	798	0.2
jihigiza	799	1.0
jihiigiza	799	0.5
jihygiza	799	0.333
mupesopo	800	1.0
moopesopo	800	0.5
mupesohpo	800	0.333
mupesobo	800	0.25
mupehsopo	800	0.2
kevab	801	1.0
geevab	801	0.5
kaevab	801	0.333
hiracox	802	1.0
hiracorx	802	0.5
hyrachox	802	0.333
hirajox	802	0.25
heeracox	802	0.2
lonozizowake	803	1.0
lohnozizowake	803	0.5
lornozizowahke	803	0.333
lonorzizowake	803	0.25
zizujupufabog	804	1.0
zizujupufaabog	804	0.5
zizujuphufabog	804	0.333
zizujupufabohg	804	0.25
luho	805	1.0
looho	805	0.5
luhor	805	0.333
luhoh	805	0.25
luuho	805	0.2
yewipaneq	806	1.0
yewypaneq	806	0.5
yeewipaneq	806	0.333
puhobenedemico	807	1.0
puuhobenehdemico	807	0.5
puhorbenedemico	807	0.333
puhobenedemicoo	807	0.25
vatidopaj	808	1.0
vathidopaj	808	0.5
vatidorpaj	808	0.333
xit	809	1.0
xith	809	0.5
xid	809	0.333
foy	810	1.0
fooy	810	0.5
fohy	810	0.333
fory	810	0.25
hulinujucej	811	1.0
hulinoojucej	811	0.5
hulinujujej	811	0.333
huulinujucej	811	0.25
hoolinujucej	811	0.2
jisitebuhuh	812	1.0
jisitebuhuuh	812	0.5
jiseeteboohuh	812	0.333
jisytebuhuh	812	0.25
gejusok	813	1.0
gejusork	813	0.5
gejusohk	813	0.333
gaejusok	813	0.25
jaxu	814	1.0
jaaxu	814	0.5
jahxu	814	0.333
vemenasuduvu	815	1.0
vaemenasuduvu	815	0.5
vemenasuduuvu	815	0.333
jilo	816	1.0
jiilo	816	0.5
jilor	816	0.333
jeelo	816	0.25
cedufocidokesit	817	1.0
cedufohcidokesit	817	0.5
cedufoceedokesit	817	0.333
culofilururu	818	1.0
culofiilururu	818	0.5
culofilururoo	818	0.333
toqagonoyido	819	1.0
tohqagohnoyido	819	0.5
doqagonoyidoo	819	0.333
kayejurivejep	820	1.0
kayejurivejaep	820	0.5
khayejurivejep	820	0.333
kayejuryvejep	820	0.25
wucofax	821	1.0
wujofax	821	0.5
wucohfax	821	0.333
wucoofax	821	0.25
layixu	822	1.0
lahyixu	822	0.5
layiixuu	822	0.333
yeropa	823	1.0
yeroba	823	0.5
yaeropa	823	0.333
yeeropa	823	0.25
fesotosimihupi	824	1.0
fesotosiimihupi	824	0.5
faesotosimihupi	824	0.333
fesootosimihupi	824	0.25
kawukayedujiro	825	1.0
kawuukayedujiro	825	0.5
kawookayedujiro	825	0.333
kawukayedujiroh	825	0.25
kawukayeedujiro	825	0.2
pawoxac	826	1.0
phawoxac	826	0.5
pawoxahc	826	0.333
paawoxac	826	0.25
pawohxac	826	0.2
zenagehujac	827	1.0
zaenagehujac	827	0.5
zenagehhujahc	827	0.333
zenagehhujac	827	0.25
lodi	828	1.0
lordi	828	0.5
lodii	828	0.333
lordii	828	0.25
lodee	828	0.2
cawi	829	1.0
chawi	829	0.5
cawii	829	0.333
xumuvopogoxa	830	1.0
xumoovopogoxa	830	0.5
xumuvopogoxah	830	0.333
xumuuvopogoxa	830	0.25
xumuvohpogoxa	830	0.2
vimudis	831	1.0
vimuudis	831	0.5
veemudis	831	0.333
vimudees	831	0.25
viimudiz	831	0.2
jasigihuva	832	1.0
jazigihuva	832	0.5
jashigihuva	832	0.333
jaasigihuuva	832	0.25
labivaxuq	833	1.0
labiivaxuq	833	0.5
labivaxuuq	833	0.333
labivahxuq	833	0.25
lahbivaxuq	833	0.2
ninayivoxowu	834	1.0
ninayivoxowuu	834	0.5
ninaayivoxowu	834	0.333
ninayivorxowuu	834	0.25
zite	835	1.0
zithe	835	0.5
ziteh	835	0.333
cujiwube	836	1.0
cujiwoobe	836	0.5
cuujiwube	836	0.333
cujiwubeh	836	0.25
hodiwam	837	1.0
hoodiwam	837	0.5
hodywam	837	0.333
hoodiwahm	837	0.25
hodiwahm	837	0.2
kopafaculi	838	1.0
koopafajuli	838	0.5
kopaafaculi	838	0.333
kohpafaculi	838	0.25
kopafahculi	838	0.2
tiyuq	839	1.0
tiyuuq	839	0.5
tiiyuq	839	0.333
mojovuvanojomik	840	1.0
mojovuvanojomeek	840	0.5
mojovuvanojohmik	840	0.333
mojovuvahnojomik	840	0.25
xezebojinevefon	841	1.0
xezebojinehvefon	841	0.5
xezebojinevefohn	841	0.333
xezebohjinevefon	841	0.25
jaxideporato	842	1.0
jaxideporahto	842	0.5
jaaxideporato	842	0.333
jaxideporatoo	842	0.25
jaxideporatho	842	0.2
buhutik	843	1.0
buhutig	843	0.5
buhuutik	843	0.333
kikota	844	1.0
khikota	844	0.5
kykota	844	0.333
kikotah	844	0.25
kikorta	844	0.2
hutuguyufid	845	1.0
hutuuguyufid	845	0.5
hutooguyufid	845	0.333
huseb	846	1.0
husheb	846	0.5
huzeb	846	0.333
husehb	846	0.25
husaeb	846	0.2
xiqona	847	1.0
xiqorna	847	0.5
xiqonah	847	0.333
xiqornah	847	0.25
necadukewijo	848	1.0
necaadukewijo	848	0.5
naecadukewijo	848	0.333
xofadebup	849	1.0
xofadebub	849	0.5
xofaadebup	849	0.333
xofadebuph	849	0.25
zatexuqoxe	850	1.0
zateexuqoxae	850	0.5
zadexuqoxe	850	0.333
zataexuqoxe	850	0.25
qeqomaguwenot	851	1.0
qeqomaguwenod	851	0.5
qeqomahguwenot	851	0.333
qeqormaguwenot	851	0.25
kuloyelorukox	852	1.0
kuuloyelorukox	852	0.5
kulohyelorukox	852	0.333
zalowosaxed	853	1.0
zalowozaxed	853	0.5
zalowosaaxed	853	0.333
zalohwosaxed	853	0.25
fifoj	854	1.0
feefoj	854	0.5
fiifoj	854	0.333
pilid	855	1.0
pilyd	855	0.5
piliid	855	0.333
bilid	855	0.25
pylid	855	0.2
mucanofobojo	856	1.0
mucanofoborjo	856	0.5
mucaanofobojo	856	0.333
mucanofobohjo	856	0.25
mucanofohbojo	856	0.2
sewidetinifuqo	857	1.0
sewidethinifuqo	857	0.5
sewidaetinifuqo	857	0.333
popacigehax	858	1.0
pophacigehax	858	0.5
porpacigehax	858	0.333
xafeyipilaye	859	1.0
xafeyiipilaye	859	0.5
xaafeyipilayae	859	0.333
xafehyipilaye	859	0.25
goboxesub	860	1.0
gorboxesub	860	0.5
gobohxesub	860	0.333
goboxesuub	860	0.25
goboxeshub	860	0.2
besaciko	861	1.0
baesaciko	861	0.5
besahciko	861	0.333
behsaciko	861	0.25
besaaciko	861	0.2
rayuqiqobofaqev	862	1.0
rayuqiqobohfaqev	862	0.5
rayuqiqorbofaqev	862	0.333
rayuqeeqoboofaqev	862	0.25
nikiwida	863	1.0
nikiwidaa	863	0.5
nikiwiida	863	0.333
nikiiwyda	863	0.25
toqamip	864	1.0
toqamiph	864	0.5
doqamiph	864	0.333
toqamiip	864	0.25
thoqamip	864	0.2
neduxuxo	865	1.0
neduxuxor	865	0.5
neduxooxo	865	0.333
naeduxooxo	865	0.25
wodekitoxitac	866	1.0
wodekitohxitac	866	0.5
wodekiitoxitac	866	0.333
wodaekitoxitac	866	0.25
boqudoqi	867	1.0
boqudorqi	867	0.5
boqudoqii	867	0.333
boqudoqy	867	0.25
boqudohqi	867	0.2
cihoroxukoma	868	1.0
cihooroxukoma	868	0.5
cihorohxukoma	868	0.333
cihorooxukoma	868	0.25
cihoroxukhoma	868	0.2
nujatuliveg	869	1.0
noojatuliveg	869	0.5
noojaatuliveg	869	0.333
nujatuliiveg	869	0.25
hiqunazagoxi	870	1.0
hiqunaazagoxi	870	0.5
hiqunazagooxi	870	0.333
hiqunazagoxii	870	0.25
hiqunazaagoxi	870	0.2
nunamaxa	871	1.0
nunahmaxa	871	0.5
noonamaxa	871	0.333
nunamaxaa	871	0.25
nom	872	1.0
noom	872	0.5
norm	872	0.333
nohm	872	0.25
woneyihiyi	873	1.0
woneyihiyii	873	0.5
woneyiihiyi	873	0.333
woneyihiiyi	873	0.25
wooneyihiyi	873	0.2
daqeracapaxatak	874	1.0
daqeracapaxathak	874	0.5
daqeracapahxatak	874	0.333
daqeracapaxataak	874	0.25
tawotaqisax	875	1.0
tawothaqisax	875	0.5
tawotaqizax	875	0.333
moxagicimaso	876	1.0
moxagicimasho	876	0.5
moxagiciimaso	876	0.333
mohxagijimaso	876	0.25
morxagicimaso	876	0.2
ponanebapij	877	1.0
ponaanebabij	877	0.5
ponanebapyj	877	0.333
ponanebaapij	877	0.25
phonanebapij	877	0.2
jefukeqixo	878	1.0
jehfukeqixo	878	0.5
jefugeqixo	878	0.333
wefazujet	879	1.0
wefazuujet	879	0.5
wefazujeht	879	0.333
wefazujeet	879	0.25
waefazoojet	879	0.2
xurowezidunici	880	1.0
xuroweziduniji	880	0.5
xurowaezidunici	880	0.333
xurowezeedunici	880	0.25
rurumibufutuwof	881	1.0
rurumibufootuwof	881	0.5
ruruumibufutuwof	881	0.333
rurumibufutuuwof	881	0.25
xob	882	1.0
xohb	882	0.5
xorb	882	0.333
xoob	882	0.25
ciyapozuhulame	883	1.0
cyyapozuhulameh	883	0.5
ciyapoozuhulame	883	0.333
leviqemidexo	884	1.0
laeviqemidexo	884	0.5
leveeqemidexo	884	0.333
lehviqemidexo	884	0.25
leviqeemidexo	884	0.2
hixewupukipi	885	1.0
hixaewupukhipi	885	0.5
hixewupukipii	885	0.333
hixewupookipi	885	0.25
xoku	886	1.0
xooku	886	0.5
xokhu	886	0.333
xohgu	886	0.25
nah	887	1.0
nahh	887	0.5
naah	887	0.333
guwiqaseyupefin	888	1.0
guwiqaseyupefeen	888	0.5
guwiqaseyupeefin	888	0.333
guwiqaaseyupefin	888	0.25
guwiqahsheyupefin	888	0.2
logayuhelixic	889	1.0
logayuhelyxyc	889	0.5
logayuhelixyc	889	0.333
logayuhelixeec	889	0.25
loogayuhelixic	889	0.2
rupuhuvoyaxuliv	890	1.0
rupuhuvoryaxuliv	890	0.5
